,address_line_1,address_line_2,city,state,zip,phone,mon_hrs,tue_hrs,wed_hrs,thu_hrs,fri_hrs,sat_hrs,sun_hrs,drive-thru,mobile-order,dunkin-card,kcup,curbside-pickup,has-baskin-robbins
4882,134 Newton Rd,Unit #14,Plaistow,NH,03865,(603) 382-0037,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4883,74 Plaistow Rd,N/A,Plaistow,NH,03865,(603) 974-1374,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4884,25 Tenney Mountain Hwy,N/A,Plymouth,NH,03264,(603) 536-7622,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4885,1976 Woodbury Ave,N/A,Portsmouth,NH,03801,(603) 431-9755,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False
4886,2875 Lafayette Rd,N/A,Portsmouth,NH,03801,(603) 430-6055,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 5:30 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4887,531 Islington St,N/A,Portsmouth,NH,03801,(603) 431-7350,5:00 AM - 2:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,5:00 AM - 4:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,True,True,True,True,False,False
4888,802 Lafayette Rd,N/A,Portsmouth,NH,03801,(603) 436-9717,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,False,True,True,False,False
4889,7 Freetown Rd,N/A,Raymond,NH,03077,(603) 895-4764,Open 24 Hours,Open 24 Hours,Open 24 Hours,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False
4890,1448 NH Route 119,N/A,Rindge,NH,03461,(603) 899-6919,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,False,False,False
4891,111 S Main St,N/A,Rochester,NH,03867,(603) 332-2326,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4892,116 Farmington Rd,In Walmart,Rochester,NH,03867,(603) 332-0169,6:30 AM - 7:00 PM,6:30 AM - 7:00 PM,6:30 AM - 7:00 PM,6:30 AM - 7:00 PM,6:30 AM - 7:00 PM,6:30 AM - 7:00 PM,6:30 AM - 7:00 PM,False,True,True,True,False,False
4893,130 Washington St,N/A,Rochester,NH,03839,(603) 330-0359,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,False,False,False
4894,303 N Main St,N/A,Rochester,NH,03867,(603) 332-0905,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4895,377 Gonic Rd,N/A,Rochester,NH,03839,(603) 335-3969,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False
4896,64 Highland St,N/A,Rochester,NH,03868,(603) 332-6742,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,True,True,True,False,False
4897,64 Milton Rd,N/A,Rochester,NH,03868,(603) 330-0140,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,False,True,True,False,False
4898,95 Farmington Rd,Shell Station,Rochester,NH,03867,(603) 330-5160,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,False,False,False
4899,15 S Broadway,N/A,Salem,NH,03079,(603) 458-2001,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4900,227 N Broadway,N/A,Salem,NH,03079,(603) 912-5027,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4901,36-38 Lowell Street,N/A,Salem,NH,03079,(603) 890-9130,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4902,4 Mall Rd,N/A,Salem,NH,03079,(603) 458-2583,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,False,True,True,False,False
4903,70 Cluff Rd,Bjs Wholesale Club,Salem,NH,03079,(603) 893-3688,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 7:00 PM,False,True,True,True,False,False
4904,8 Stiles Rd,N/A,Salem,NH,03079,(603) 893-2241,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,False,True,True,True,False,False
4905,99 Rockingham Park Blvd,Rockingham Mall,Salem,NH,03079,(603) 893-2067,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,11:00 AM - 6:00 PM,False,True,True,True,False,False
4906,12 Ocean Blvd,Coastal Gas,Seabrook,NH,03874,(603) 474-7946,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,True,True,True,True,False,False
4907,443 Lafayette Rd,N/A,Seabrook,NH,03874,(603) 474-5303,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,True,True,True,True,False,False
4908,720 Lafayette Rd,N/A,Seabrook,NH,03874,(603) 474-1136,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
4909,398 High St,N/A,Somersworth,NH,03878,(603) 692-3419,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,True,False,True,True,False,False
4910,89 Whitehouse Rd,N/A,Somersworth,NH,03878,(603) 692-5683,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4911,15 Portsmouth Ave,N/A,Stratham,NH,03885,(603) 772-8394,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,True,True,True,True,False,False
4912,45-48 Portsmouth Ave,N/A,Stratham,NH,03885,(603) 658-0660,5:00 AM - 7:00 PM,5:00 AM - 12:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4913,546 Route 11,N/A,Sunapee,NH,03782,(603) 763-1767,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False
4914,189 W Swanzey Road,N/A,Swanzey,NH,03431,(603) 354-7700,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 4:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,True,True,True,True,False,False
4915,47 Monadnock Highway,N/A,Swanzey,NH,03431,(603) 352-8793,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
4916,1705 White Mountain Hwy,N/A,Tamworth,NH,03886,(603) 323-7125,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4917,541 W. Main St,N/A,Tilton,NH,03276,(603) 286-8929,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 12:00 AM,True,False,True,True,False,False
4918,65 Laconia Rd,N/A,Tilton,NH,03276,(603) 286-2770,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
4919,24 Main St,N/A,Wakefield,NH,03887,(603) 473-8838,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False
4920,549 Main St,Jiffy Mart Gas Station,Walpole,NH,03608,(603) 445-2081,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4921,9 Route 103 W,N/A,Warner,NH,03278,(603) 810-1188,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,False,False,False,False
4922,427 S Stark Hwy,N/A,Weare,NH,03281,(603) 529-5547,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4923,191 S Main St,N/A,West Lebanon,NH,03784,(603) 276-3423,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,True,True,True,True,False,False
4924,8 Union St,N/A,Whitefield,NH,03598,(603) 837-8826,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False
4925,4 Warwick Rd,N/A,Winchester,NH,03470,(603) 239-4453,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 6:30 PM,5:00 AM - 6:30 PM,True,True,True,False,False,False
4926,30 Indian Rock Rd,N/A,Windham,NH,03087,(603) 421-9190,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
4927,57 Rockingham Rd,N/A,Windham,NH,03087,(603) 898-0828,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4928,23 Center St,N/A,Wolfeboro,NH,03894,(603) 569-9050,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,True,False,False
4929,155 Central St,N/A,Woodsville,NH,03785,(603) 747-2111,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,True,True,True,True,False,False
4930,318 Lloyd Rd,In ShopRite,Aberdeen,NJ,07747,(732) 583-2007,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 5:30 PM,False,True,True,True,False,False
4931,467 White Horse Pike,N/A,Absecon,NJ,08201,(609) 646-6832,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
4932,15 W Allendale Ave,N/A,Allendale,NJ,07401,(201) 783-8057,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False
4933,204 Route 206 N,N/A,Andover,NJ,07821,(973) 786-5185,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False
4934,241 Newton Sparta Rd,N/A,Andover,NJ,07860,(973) 300-1291,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False
4935,1401 Main St,N/A,Asbury Park,NJ,07712,(732) 361-7998,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,True,True,True,True,False,False
4936,20 Main St,N/A,Asbury Park,NJ,07712,(732) 898-7043,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,True,True,True,True,False,False
4937,296 White Horse Park,Town Square Suites A1 & A2,Atco,NJ,08004,(856) 768-2233,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
4938,1133 Boardwalk,Resorts Casino,Atlantic City,NJ,08401,(609) 449-8243,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,True,True,False,False,False
4939,1800 Atlantic Ave,N/A,Atlantic City,NJ,08401,(609) 347-8700,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,True,True,False,False,False
4940,1900 Pacific Ave,Bally's Hotel,Atlantic City,NJ,08401,(609) 441-0101,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,False,True,True,False,False
4941,3000 Atlantic Ave,N/A,Atlantic City,NJ,08401,(609) 344-1026,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,False,True,True,True,False,False
4942,11 Rt 36,N/A,Atlantic Highlands,NJ,07716,(732) 291-5223,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,False
4943,1360 Saint Georges Ave,N/A,Avenel,NJ,07001,(732) 527-0369,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,False,True,True,False,False
4944,971 Route 1,N/A,Avenel,NJ,07001,(732) 855-7559,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False
4945,770 Lighthouse Dr,N/A,Barnegat,NJ,08005,(609) 891-0493,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,False
4946,1 Verizon Way,N/A,Basking Ridge,NJ,07920,(732) 608-4423,7:30 AM - 3:00 PM,7:30 AM - 3:00 PM,7:30 AM - 3:00 PM,7:30 AM - 3:00 PM,Closed,Closed,Closed,False,False,False,False,False,False
4947,415 King George Rd,N/A,Basking Ridge,NJ,07920,(908) 350-7609,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False
4948,450 S Findley Ave,N/A,Basking Ridge,NJ,07920,(908) 630-9300,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False
4949,558 Allen Rd,N/A,Basking Ridge,NJ,07920,(908) 901-9201,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,False,True,True,True,False,False
4950,171 Lefante Way,N/A,Bayonne,NJ,07002,(201) 437-8080,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,True,True,True,True,False,True
4951,4 North St,N/A,Bayonne,NJ,07002,(201) 437-1248,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,True,True,True,True,False,True
4952,545 Broadway,N/A,Bayonne,NJ,07002,(201) 443-8866,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,False,True,True,True,False,True
4953,477 US Highway 9,N/A,Bayville,NJ,08721,(732) 269-1454,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False
4954,1109 Route 202/206,N/A,Bedminster,NJ,08807,(908) 658-4005,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,True,True,True,False,True
4955,1525 Route 206,Shell Gas Station,Bedminster,NJ,07921,(908) 470-1342,6:00 AM - 3:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,False,True,True,True,False,False
4956,103 Leonardville Rd,N/A,Belford,NJ,07718,(732) 787-0740,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False
4957,364 Main St,N/A,Belleville,NJ,07109,(973) 759-3383,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,False
4958,368 Franklin Ave,N/A,Belleville,NJ,07109,(973) 759-2212,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 11:00 PM,False,True,True,True,False,False
4959,220 S Black Horse Pike,N/A,Bellmawr,NJ,08031,(856) 931-9704,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,False,True,True,True,False,False
4960,1007 Main St,N/A,Belmar,NJ,07719,(732) 681-1333,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,False,True,True,True,False,False
4961,1601 Ocean Ave,N/A,Belmar,NJ,07719,(732) 681-5535,Closed,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,False,True,True,True,False,False
4962,275 S Washington Ave,N/A,Bergenfield,NJ,07621,(201) 385-0761,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,True
4963,384 Springfield Ave,N/A,Berkeley Heights,NJ,07922,(908) 665-8966,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,False
4964,111 Cross Keys Rd,N/A,Berlin,NJ,08009,(856) 767-1200,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4965,206 W White Horse Pike,N/A,Berlin,NJ,08009,(856) 767-5413,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4966,235 S. White Horse Pike,N/A,Berlin,NJ,08009,(856) 753-9459,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4967,108 Morristown Rd,N/A,Bernardsville,NJ,07924,(908) 502-5211,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,True
4968,1061 S Black Horse Pike,N/A,Blackwood,NJ,08012,(856) 401-3060,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False
4969,651 College Drive,N/A,Blackwood,NJ,08012,(856) 228-8553,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,False,True,True,False,False
4970,133 Bloomfield Ave,N/A,Bloomfield,NJ,07003,(973) 707-2846,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False
